timestamp,talonfx_10__closed_loop_setpoint__pid_0_,talonfx_10__output_voltage,talonfx_10__selected_sensor_velocity,talonfx_11__closed_loop_setpoint__pid_0_,talonfx_11__output_voltage,talonfx_11__selected_sensor_velocity,talonfx_12__closed_loop_setpoint__pid_0_,talonfx_12__output_voltage,talonfx_12__selected_sensor_velocity,talonfx_13__closed_loop_setpoint__pid_0_,talonfx_13__output_voltage,talonfx_13__selected_sensor_velocity
271,-9034.0,-5.020723362658847,-9052.0,-9034.0,-4.964516129032258,-9056.0,9034.0,5.035777126099707,9015.0,-9034.0,-5.065004887585533,-9007.0
276,-9034.0,-5.020723362658847,-9052.0,-9034.0,-4.964516129032258,-9063.0,9034.0,5.035777126099707,9021.0,-9034.0,-5.053225806451613,-8997.0
281,-9034.0,-5.020723362658847,-9046.0,-9034.0,-4.964516129032258,-9063.0,9034.0,5.035777126099707,9021.0,-9034.0,-5.053225806451613,-8997.0
283,-9034.0,-5.020723362658847,-9046.0,-9034.0,-4.964516129032258,-9063.0,9034.0,5.035777126099707,9021.0,-9034.0,-5.053225806451613,-8997.0
285,-9034.0,-5.020723362658847,-9046.0,-9034.0,-4.964516129032258,-9063.0,9034.0,5.035777126099707,9021.0,-9034.0,-5.053225806451613,-8997.0
286,-9034.0,-5.020723362658847,-9046.0,-9034.0,-4.964516129032258,-9063.0,9034.0,5.035777126099707,9021.0,-9034.0,-5.053225806451613,-8997.0
289,-9034.0,-5.020723362658847,-9046.0,-9034.0,-4.940762463343108,-9063.0,9034.0,5.035777126099707,9021.0,-9034.0,-5.053225806451613,-8997.0
290,-9034.0,-5.020723362658847,-9046.0,-9034.0,-4.940762463343108,-9063.0,9034.0,5.035777126099707,9021.0,-9034.0,-5.053225806451613,-8997.0
292,-9034.0,-5.020723362658847,-9046.0,-9034.0,-4.940762463343108,-9063.0,9034.0,5.035777126099707,9021.0,-9034.0,-5.053225806451613,-8997.0
294,-9034.0,-5.020723362658847,-9046.0,-9034.0,-4.940762463343108,-9063.0,9034.0,5.035777126099707,9021.0,-9034.0,-5.053225806451613,-8997.0
296,-9034.0,-5.020723362658847,-9046.0,-9034.0,-4.940762463343108,-9063.0,9034.0,5.035777126099707,9021.0,-9034.0,-5.053225806451613,-8997.0
299,-9034.0,-5.020723362658847,-9046.0,-9034.0,-4.952639296187684,-9063.0,9034.0,5.035777126099707,9021.0,-9034.0,-5.053225806451613,-9016.0
301,-9034.0,-5.020723362658847,-9046.0,-9034.0,-4.952639296187684,-9057.0,9034.0,5.035777126099707,9020.0,-9034.0,-5.053225806451613,-9016.0
302,-9034.0,-5.032649071358749,-9038.0,-9034.0,-4.952639296187684,-9057.0,9034.0,5.035777126099707,9020.0,-9034.0,-5.053225806451613,-9016.0
304,-9034.0,-5.032649071358749,-9038.0,-9034.0,-4.952639296187684,-9057.0,9034.0,5.035777126099707,9020.0,-9034.0,-5.053225806451613,-9016.0
305,-9034.0,-5.032649071358749,-9038.0,-9034.0,-4.952639296187684,-9057.0,9034.0,5.035777126099707,9020.0,-9034.0,-5.053225806451613,-9016.0
307,-9034.0,-5.032649071358749,-9038.0,-9034.0,-4.952639296187684,-9057.0,9034.0,5.035777126099707,9020.0,-9034.0,-5.053225806451613,-9016.0
