timestamp,talonsrx_1__output_voltage
104,0.0
109,0.0
114,0.0
119,0.0
124,0.0
129,0.0
134,0.0
139,0.0
144,0.0
149,0.0
154,0.0
159,0.0
164,0.0
169,0.0
174,0.0
179,0.0
184,0.0
189,0.0
194,0.0
199,0.0
204,0.0
209,0.0
214,0.0
219,0.0
224,0.0
229,3.2903225806451615
234,3.2903225806451615
239,3.2903225806451615
244,3.2903225806451615
249,3.2903225806451615
254,3.2903225806451615
259,3.2903225806451615
264,3.2903225806451615
269,3.2903225806451615
274,3.2903225806451615
279,3.2903225806451615
284,3.2903225806451615
289,3.2903225806451615
294,3.2903225806451615
299,3.2903225806451615
304,3.2903225806451615
309,3.2903225806451615
314,3.277859237536657
319,3.277859237536657
324,3.277859237536657
329,3.277859237536657
334,3.277859237536657
339,3.277859237536657
344,3.277859237536657
349,3.277859237536657
354,3.277859237536657
359,3.277859237536657
364,3.277859237536657
369,3.277859237536657
374,3.277859237536657
379,3.277859237536657
384,3.277859237536657
389,3.277859237536657
394,3.277859237536657
399,3.277859237536657
404,3.277859237536657
409,3.277859237536657
414,3.277859237536657
419,3.277859237536657
424,3.277859237536657
429,3.277859237536657
434,3.277859237536657
439,3.277859237536657
444,3.277859237536657
449,3.277859237536657
454,3.277859237536657
459,3.277859237536657
464,3.277859237536657
469,3.277859237536657
474,3.277859237536657
479,3.277859237536657
484,3.277859237536657
489,3.277859237536657
494,3.277859237536657
499,3.277859237536657
504,3.277859237536657
509,3.277859237536657
514,3.277859237536657
519,3.277859237536657
524,3.277859237536657
529,3.277859237536657
534,3.277859237536657
539,3.277859237536657
544,3.277859237536657
549,3.277859237536657
554,3.277859237536657
559,3.277859237536657
564,3.277859237536657
569,3.277859237536657
574,3.277859237536657
579,3.277859237536657
584,3.277859237536657
589,3.277859237536657
594,3.277859237536657
599,3.277859237536657
604,3.277859237536657
609,3.277859237536657
614,3.277859237536657
619,3.277859237536657
624,3.277859237536657
629,3.277859237536657
634,3.2903225806451615
639,3.2903225806451615
644,3.2903225806451615
649,3.2903225806451615
654,3.2903225806451615
659,3.2903225806451615
664,3.2903225806451615
669,3.2903225806451615
674,3.2903225806451615
679,3.2903225806451615
684,3.2903225806451615
689,3.2903225806451615
694,3.2903225806451615
699,3.2903225806451615
704,3.2903225806451615
709,3.2903225806451615
714,3.2903225806451615
719,3.2903225806451615
724,3.2903225806451615
729,3.2903225806451615
734,3.2903225806451615
739,3.2903225806451615
744,3.2903225806451615
749,3.2903225806451615
754,3.2903225806451615
759,3.2903225806451615
764,3.2903225806451615
769,3.2903225806451615
774,3.2903225806451615
779,3.2903225806451615
784,3.2903225806451615
789,3.2903225806451615
794,3.2903225806451615
799,3.2903225806451615
804,3.2903225806451615
809,3.2903225806451615
814,3.2903225806451615
819,3.2903225806451615
824,3.2903225806451615
829,3.2903225806451615
834,3.2903225806451615
839,3.2903225806451615
844,3.2903225806451615
849,3.2903225806451615
854,3.2903225806451615
859,3.2903225806451615
864,3.2903225806451615
869,3.2903225806451615
874,3.2903225806451615
879,3.2903225806451615
884,3.2903225806451615
889,3.2903225806451615
894,3.2903225806451615
899,3.2903225806451615
904,3.2903225806451615
909,3.2903225806451615
914,3.2903225806451615
919,3.2903225806451615
924,3.2903225806451615
929,3.2903225806451615
934,3.2903225806451615
939,3.2903225806451615
944,3.2903225806451615
949,3.2903225806451615
954,3.3027859237536656
959,3.3027859237536656
964,3.3027859237536656
969,3.3027859237536656
974,3.3027859237536656
979,3.3027859237536656
984,3.3027859237536656
989,3.3027859237536656
994,3.3027859237536656
999,3.3027859237536656
1004,3.3027859237536656
1009,3.3027859237536656
1014,3.3027859237536656
1019,3.3027859237536656
1024,3.3027859237536656
1029,3.3027859237536656
1034,3.3027859237536656
1039,3.3027859237536656
1044,3.3027859237536656
1049,3.3027859237536656
1054,3.3027859237536656
1059,3.3027859237536656
1064,3.3027859237536656
1069,3.3027859237536656
1074,3.3027859237536656
1079,3.3027859237536656
1084,3.3027859237536656
1089,3.3027859237536656
1094,3.3027859237536656
1099,3.3027859237536656
1107,3.3027859237536656
1109,3.3027859237536656
1114,3.3027859237536656
1119,3.3027859237536656
1124,3.3027859237536656
1129,3.3027859237536656
1134,3.3027859237536656
1139,3.3027859237536656
1144,3.3027859237536656
1149,3.3027859237536656
1154,3.3027859237536656
1159,3.3027859237536656
1164,3.3027859237536656
1169,3.3027859237536656
1174,3.3027859237536656
1179,3.3027859237536656
1184,3.3027859237536656
1189,3.3027859237536656
1194,3.3027859237536656
1199,3.3027859237536656
1204,3.3027859237536656
1209,3.3027859237536656
1214,3.3027859237536656
1219,3.3027859237536656
1224,3.3027859237536656
1229,3.3027859237536656
1234,3.3027859237536656
1239,6.61852394916911
1244,6.61852394916911
1249,6.61852394916911
1254,6.61852394916911
1259,6.61852394916911
1264,6.61852394916911
1269,6.61852394916911
1274,6.543597262952101
1279,6.543597262952101
1284,6.543597262952101
1289,6.543597262952101
1294,6.543597262952101
1299,6.543597262952101
1304,6.543597262952101
1309,6.543597262952101
1314,6.543597262952101
1319,6.543597262952101
1324,6.543597262952101
1329,6.543597262952101
1334,6.543597262952101
1339,6.543597262952101
1344,6.543597262952101
1349,6.543597262952101
1354,6.543597262952101
1359,6.543597262952101
1364,6.543597262952101
1369,6.543597262952101
1374,6.543597262952101
1379,6.543597262952101
1384,6.543597262952101
1389,6.543597262952101
1394,6.543597262952101
1399,6.543597262952101
1404,6.543597262952101
1409,6.543597262952101
1414,6.543597262952101
1419,6.543597262952101
1424,6.543597262952101
1429,6.543597262952101
1434,6.568572825024438
1439,6.568572825024438
1444,6.568572825024438
1449,6.568572825024438
1454,6.568572825024438
1459,6.568572825024438
1464,6.568572825024438
1469,6.568572825024438
1474,6.568572825024438
1479,6.568572825024438
1484,6.568572825024438
1489,6.568572825024438
1494,6.568572825024438
1499,6.568572825024438
1504,6.568572825024438
1509,6.568572825024438
1514,6.568572825024438
1519,6.568572825024438
1524,6.568572825024438
1529,6.568572825024438
1534,6.568572825024438
1539,6.568572825024438
1544,6.568572825024438
1549,6.568572825024438
1554,6.568572825024438
1559,6.568572825024438
1564,6.568572825024438
1569,6.568572825024438
1574,6.568572825024438
1579,6.568572825024438
1584,6.568572825024438
1589,6.568572825024438
1594,6.568572825024438
1599,6.568572825024438
1604,6.568572825024438
1609,6.568572825024438
1614,6.568572825024438
1619,6.568572825024438
1624,6.568572825024438
1629,6.568572825024438
1634,6.568572825024438
1639,6.568572825024438
1644,6.568572825024438
1649,6.568572825024438
1654,6.568572825024438
1659,6.568572825024438
1664,6.568572825024438
1669,6.568572825024438
1674,6.568572825024438
1679,6.568572825024438
1684,6.568572825024438
