timestamp,talonsrx_1__output_voltage,talonsrx_1__output_percentage,talonsrx_1__selected_sensor_velocity__pid_0_,talonsrx_1__bus_voltage,talonsrx_1__controller_temperature
82,3.277859237536657,0.24926686217008798,2278.0,13.200000000000001,24.0
87,3.2903225806451615,0.24926686217008798,2278.0,13.200000000000001,24.0
92,3.2903225806451615,0.24926686217008798,2278.0,13.200000000000001,24.0
97,3.2903225806451615,0.24926686217008798,2278.0,13.200000000000001,24.0
102,3.2903225806451615,0.24926686217008798,2287.0,13.200000000000001,24.0
107,3.2903225806451615,0.24926686217008798,2287.0,13.200000000000001,24.0
112,3.2903225806451615,0.24926686217008798,2287.0,13.200000000000001,24.0
117,3.2903225806451615,0.24926686217008798,2287.0,13.200000000000001,24.0
122,3.2903225806451615,0.24926686217008798,2287.0,13.200000000000001,24.0
127,3.2903225806451615,0.24926686217008798,2294.0,13.200000000000001,24.0
132,3.2903225806451615,0.24926686217008798,2294.0,13.200000000000001,24.0
137,3.2903225806451615,0.24926686217008798,2294.0,13.200000000000001,24.0
142,3.2903225806451615,0.24926686217008798,2294.0,13.200000000000001,24.0
147,3.2903225806451615,0.24926686217008798,2299.0,13.200000000000001,24.0
152,3.2903225806451615,0.24926686217008798,2299.0,13.200000000000001,24.0
157,3.2903225806451615,0.24926686217008798,2299.0,13.200000000000001,24.0
162,3.2903225806451615,0.24926686217008798,2299.0,13.200000000000001,24.0
167,3.2903225806451615,0.24926686217008798,2308.0,13.200000000000001,24.0
172,3.2903225806451615,0.24926686217008798,2308.0,13.200000000000001,24.0
177,3.2903225806451615,0.24926686217008798,2308.0,13.200000000000001,24.0
183,3.2903225806451615,0.24926686217008798,2308.0,13.200000000000001,24.0
187,3.2903225806451615,0.24926686217008798,2308.0,13.200000000000001,24.0
192,3.2903225806451615,0.24926686217008798,2308.0,13.200000000000001,24.0
197,3.2903225806451615,0.24926686217008798,2308.0,13.200000000000001,24.0
202,3.2903225806451615,0.24926686217008798,2308.0,13.200000000000001,24.0
207,3.2903225806451615,0.24926686217008798,2307.0,13.200000000000001,24.0
212,3.2903225806451615,0.24926686217008798,2307.0,13.200000000000001,24.0
217,3.2903225806451615,0.24926686217008798,2307.0,13.200000000000001,24.0
222,3.2903225806451615,0.24926686217008798,2307.0,13.200000000000001,24.0
227,3.2903225806451615,0.24926686217008798,2308.0,13.200000000000001,24.0
232,3.2903225806451615,0.24926686217008798,2308.0,13.200000000000001,24.0
237,3.2903225806451615,0.24926686217008798,2308.0,13.200000000000001,24.0
242,3.2903225806451615,0.24926686217008798,2308.0,13.200000000000001,24.0
247,3.2903225806451615,0.24926686217008798,2308.0,13.200000000000001,24.0
252,3.3027859237536656,0.24926686217008798,2313.0,13.25,24.0
257,3.3027859237536656,0.24926686217008798,2313.0,13.25,24.0
262,3.3027859237536656,0.24926686217008798,2313.0,13.25,24.0
267,3.3027859237536656,0.24926686217008798,2313.0,13.25,24.0
272,3.3027859237536656,0.24926686217008798,2311.0,13.25,24.0
277,3.3027859237536656,0.24926686217008798,2311.0,13.25,24.0
283,3.3027859237536656,0.24926686217008798,2311.0,13.25,24.0
287,3.3027859237536656,0.24926686217008798,2311.0,13.25,24.0
292,3.3027859237536656,0.24926686217008798,2309.0,13.25,24.0
297,3.3027859237536656,0.24926686217008798,2309.0,13.25,24.0
302,3.3027859237536656,0.24926686217008798,2309.0,13.25,24.0
307,3.3027859237536656,0.24926686217008798,2309.0,13.25,24.0
312,3.3027859237536656,0.24926686217008798,2314.0,13.25,24.0
317,3.3027859237536656,0.24926686217008798,2314.0,13.25,24.0
322,3.3027859237536656,0.24926686217008798,2314.0,13.25,24.0
327,3.3027859237536656,0.24926686217008798,2314.0,13.25,24.0
332,3.3027859237536656,0.24926686217008798,2320.0,13.25,24.0
337,3.3027859237536656,0.24926686217008798,2320.0,13.25,24.0
342,3.3027859237536656,0.24926686217008798,2320.0,13.25,24.0
347,3.3027859237536656,0.24926686217008798,2320.0,13.25,24.0
352,3.3027859237536656,0.24926686217008798,2317.0,13.25,24.0
