timestamp,talonfx_10__closed_loop_setpoint__pid_0_,talonfx_10__output_voltage,talonfx_10__selected_sensor_velocity,talonfx_11__closed_loop_setpoint__pid_0_,talonfx_11__output_voltage,talonfx_11__selected_sensor_velocity,talonfx_12__closed_loop_setpoint__pid_0_,talonfx_12__output_voltage,talonfx_12__selected_sensor_velocity,talonfx_13__closed_loop_setpoint__pid_0_,talonfx_13__output_voltage,talonfx_13__selected_sensor_velocity
36,3648.0,2.6709677419354843,1770.0,-3633.0,-2.8903225806451616,-2063.0,3648.0,2.5372434017595307,1950.0,3633.0,2.3521016617790815,1973.0
41,3648.0,2.6709677419354843,1770.0,-3633.0,-2.8903225806451616,-2063.0,3648.0,2.5372434017595307,1950.0,3633.0,2.3521016617790815,1973.0
46,3648.0,2.6709677419354843,1770.0,-3633.0,-2.8903225806451616,-2063.0,3648.0,2.5372434017595307,1950.0,3633.0,2.7071358748778107,1973.0
51,4117.0,2.9182795698924733,1770.0,-4100.0,-2.732258064516129,-2063.0,4117.0,2.9436950146627563,1950.0,4100.0,2.7071358748778107,1973.0
56,4117.0,2.9182795698924733,1770.0,-4100.0,-2.732258064516129,-2063.0,4117.0,2.733431085043988,1950.0,4100.0,2.5518084066471167,1973.0
61,4117.0,3.2521505376344084,2340.0,-4100.0,-3.0483870967741935,-2688.0,4117.0,2.607624633431085,2546.0,4100.0,2.5518084066471167,2549.0
66,4117.0,3.2521505376344084,2340.0,-4100.0,-3.0483870967741935,-2688.0,4117.0,2.607624633431085,2546.0,4100.0,2.8957478005865105,2549.0
71,4560.0,2.8714565004887587,2340.0,-4542.0,-3.0483870967741935,-2688.0,4560.0,2.607624633431085,2546.0,4542.0,2.8957478005865105,2549.0
76,4560.0,2.8714565004887587,2340.0,-4542.0,-3.138709677419355,-2688.0,4560.0,2.7563049853372434,2546.0,4542.0,2.751515151515152,2549.0
81,4560.0,3.204545454545454,2930.0,-4542.0,-3.138709677419355,-3288.0,4560.0,2.7563049853372434,3150.0,4542.0,2.751515151515152,3130.0
86,4560.0,3.204545454545454,2930.0,-4542.0,-3.0258064516129033,-3288.0,4560.0,3.0651026392961875,3150.0,4542.0,3.0177908113391987,3130.0
91,4980.0,3.204545454545454,2930.0,-4959.0,-3.0258064516129033,-3288.0,4980.0,3.0651026392961875,3150.0,4959.0,3.0177908113391987,3130.0
96,4980.0,3.066715542521994,2930.0,-4959.0,-3.319354838709678,-3288.0,4980.0,2.9278592375366568,3150.0,4959.0,2.8957478005865105,3130.0
101,4980.0,3.066715542521994,2930.0,-4959.0,-3.319354838709678,-3288.0,4980.0,2.9278592375366568,3658.0,4959.0,2.8957478005865105,3632.0
106,4980.0,3.37683284457478,3463.0,-4959.0,-3.17258064516129,-3812.0,4980.0,3.2595307917888556,3658.0,4959.0,3.2174975562072343,3632.0
111,5386.0,3.37683284457478,3463.0,-5363.0,-3.17258064516129,-3812.0,5386.0,3.2595307917888556,3658.0,5363.0,3.2174975562072343,3632.0
116,5386.0,3.2964320625610943,3463.0,-5363.0,-3.4887096774193553,-3812.0,5386.0,3.1680351906158353,3658.0,5363.0,3.139833822091887,3632.0
121,5386.0,3.2964320625610943,3463.0,-5363.0,-3.4887096774193553,-3812.0,5386.0,3.1680351906158353,3658.0,5363.0,3.139833822091887,3632.0
126,5386.0,3.181573802541544,3911.0,-5363.0,-3.375806451612904,-4304.0,5386.0,3.47683284457478,4097.0,5363.0,3.43939393939394,4060.0
131,5789.0,3.181573802541544,3911.0,-5762.0,-3.375806451612904,-4304.0,5789.0,3.47683284457478,4097.0,5762.0,3.43939393939394,4060.0
136,5789.0,3.4916911045943304,3911.0,-5762.0,-3.6693548387096775,-4304.0,5789.0,3.3853372434017595,4097.0,5762.0,3.328445747800587,4060.0
141,5789.0,3.4916911045943304,3911.0,-5762.0,-3.6693548387096775,-4304.0,5789.0,3.3853372434017595,4097.0,5762.0,3.328445747800587,4060.0
146,5789.0,3.3653470185728254,4340.0,-5762.0,-3.556451612903226,-4736.0,5789.0,3.682697947214076,4506.0,5762.0,3.6169110459433043,4491.0
151,6172.0,3.3653470185728254,4340.0,-6145.0,-3.556451612903226,-4736.0,6172.0,3.682697947214076,4506.0,6145.0,3.6169110459433043,4491.0
156,6172.0,3.3653470185728254,4340.0,-6145.0,-3.556451612903226,-4736.0,6172.0,3.682697947214076,4506.0,6145.0,3.6169110459433043,4491.0
161,6172.0,4.043010752688172,4340.0,-6145.0,-3.8725806451612903,-4736.0,6172.0,3.8999999999999995,4506.0,6145.0,3.8942815249266864,4491.0
166,6172.0,4.043010752688172,4340.0,-6145.0,-3.8725806451612903,-4736.0,6172.0,3.8999999999999995,4506.0,6145.0,3.8942815249266864,4491.0
171,6560.0,3.9626099706744866,4724.0,-6531.0,-3.8161290322580648,-5119.0,6560.0,3.8999999999999995,4922.0,6531.0,3.8942815249266864,4881.0
176,6560.0,3.9626099706744866,4724.0,-6531.0,-3.8161290322580648,-5119.0,6560.0,3.8199413489736065,4922.0,6531.0,3.827712609970675,4881.0
181,6560.0,4.284213098729228,4724.0,-6531.0,-4.109677419354839,-5119.0,6560.0,3.8199413489736065,4922.0,6531.0,3.827712609970675,4881.0
186,6560.0,4.284213098729228,4724.0,-6531.0,-4.109677419354839,-5119.0,6560.0,4.1287390029325515,4922.0,6531.0,4.138367546432063,4881.0
191,6950.0,4.203812316715543,5084.0,-6918.0,-4.019354838709678,-5506.0,6950.0,4.1287390029325515,5299.0,6918.0,4.138367546432063,5227.0
196,6950.0,4.203812316715543,5084.0,-6918.0,-4.019354838709678,-5506.0,6950.0,4.0486803519061585,5299.0,6918.0,4.138367546432063,5227.0
201,6950.0,4.513929618768328,5084.0,-6918.0,-4.019354838709678,-5506.0,6950.0,4.0486803519061585,5299.0,6918.0,4.071798631476051,5227.0
206,6950.0,4.513929618768328,5084.0,-6918.0,-4.245161290322581,-5506.0,6950.0,4.357478005865103,5299.0,6918.0,4.071798631476051,5227.0
211,7329.0,4.4450146627565985,5457.0,-7298.0,-4.245161290322581,-5905.0,7329.0,4.357478005865103,5699.0,7298.0,4.315884652981428,5595.0
216,7329.0,4.4450146627565985,5457.0,-7298.0,-4.55,-5905.0,7329.0,4.254545454545454,5699.0,7298.0,4.315884652981428,5595.0
221,7329.0,4.330156402737048,5457.0,-7298.0,-4.55,-5905.0,7329.0,4.254545454545454,5699.0,7298.0,4.315884652981428,5595.0
226,7329.0,4.330156402737048,5457.0,-7298.0,-4.451612903225806,-5905.0,7329.0,4.563343108504398,5699.0,7298.0,4.604349951124145,5595.0
231,7713.0,4.674731182795699,5823.0,-7683.0,-4.451612903225806,-6286.0,7713.0,4.563343108504398,6108.0,7683.0,4.604349951124145,5959.0
236,7713.0,4.674731182795699,5823.0,-7683.0,-4.77761485826002,-6286.0,7713.0,4.471847507331378,6108.0,7683.0,4.519794721407624,5959.0
241,7713.0,4.674731182795699,5823.0,-7683.0,-4.77761485826002,-6286.0,7713.0,4.471847507331378,6108.0,7683.0,4.519794721407624,5959.0
246,7713.0,4.961876832844575,5823.0,-7683.0,-4.6652003910068425,-6286.0,7713.0,4.769208211143695,6108.0,7683.0,4.816715542521994,5959.0
251,8090.0,4.961876832844575,6169.0,-8059.0,-4.6652003910068425,-6661.0,8090.0,4.769208211143695,6521.0,8059.0,4.816715542521994,6316.0
256,8090.0,4.869990224828935,6169.0,-8059.0,-4.92375366568915,-6661.0,8090.0,4.689149560117301,6521.0,8059.0,4.816715542521994,6316.0
261,8090.0,4.869990224828935,6169.0,-8059.0,-4.92375366568915,-6661.0,8090.0,4.689149560117301,6521.0,8059.0,4.739736070381232,6316.0
