timestamp,talonfx_10__closed_loop_setpoint__pid_0_,talonfx_10__output_voltage,talonfx_10__selected_sensor_velocity,talonfx_11__closed_loop_setpoint__pid_0_,talonfx_11__output_voltage,talonfx_11__selected_sensor_velocity,talonfx_12__closed_loop_setpoint__pid_0_,talonfx_12__output_voltage,talonfx_12__selected_sensor_velocity,talonfx_13__closed_loop_setpoint__pid_0_,talonfx_13__output_voltage,talonfx_13__selected_sensor_velocity
47,-4352.0,-2.9164222873900294,-2245.0,-4355.0,-2.704203323558162,-2067.0,4352.0,2.8304985337243402,2653.0,-4355.0,-2.563049853372434,-2344.0
52,-4352.0,-2.9164222873900294,-2245.0,-4355.0,-2.704203323558162,-2067.0,4352.0,2.8304985337243402,2653.0,-4355.0,-2.563049853372434,-2344.0
57,-4352.0,-3.31524926686217,-2794.0,-4355.0,-2.5728250244379276,-2640.0,4352.0,2.8304985337243402,2653.0,-4355.0,-2.9530791788856305,-2907.0
63,-4352.0,-3.31524926686217,-2794.0,-4355.0,-2.5728250244379276,-2640.0,4352.0,2.9644183773216035,3229.0,-4355.0,-2.9530791788856305,-2907.0
67,-4773.0,-2.942228739002933,-2794.0,-4784.0,-2.9231671554252197,-2640.0,4773.0,2.9644183773216035,3229.0,-4784.0,-2.8193548387096774,-2907.0
72,-4773.0,-2.942228739002933,-2794.0,-4784.0,-2.9231671554252197,-2640.0,4773.0,2.9644183773216035,3229.0,-4784.0,-2.8193548387096774,-2907.0
77,-4773.0,-3.254985337243402,-3308.0,-4784.0,-2.791788856304985,-3173.0,4773.0,3.148973607038123,3229.0,-4784.0,-3.1202346041055717,-3409.0
82,-4773.0,-3.254985337243402,-3308.0,-4784.0,-2.791788856304985,-3173.0,4773.0,3.148973607038123,3229.0,-4784.0,-3.1202346041055717,-3409.0
87,-5194.0,-3.150733137829912,-3308.0,-5201.0,-3.0983382209188655,-3173.0,5194.0,3.033626588465298,3709.0,-5201.0,-3.019941348973607,-3409.0
92,-5194.0,-3.150733137829912,-3308.0,-5201.0,-3.0983382209188655,-3173.0,5194.0,3.033626588465298,3709.0,-5201.0,-3.019941348973607,-3409.0
97,-5194.0,-3.463489736070382,-3770.0,-5201.0,-2.9450635386119255,-3682.0,5194.0,3.3565982404692085,3709.0,-5201.0,-3.309677419354839,-3884.0
102,-5194.0,-3.463489736070382,-3770.0,-5201.0,-2.9450635386119255,-3682.0,5194.0,3.3565982404692085,3709.0,-5201.0,-3.309677419354839,-3884.0
107,-5600.0,-3.370821114369502,-3770.0,-5605.0,-3.2625610948191595,-3682.0,5600.0,3.241251221896383,4165.0,-5605.0,-3.198240469208211,-3884.0
112,-5600.0,-3.370821114369502,-3770.0,-5605.0,-3.2625610948191595,-3682.0,5600.0,3.241251221896383,4165.0,-5605.0,-3.198240469208211,-3884.0
117,-5600.0,-3.671994134897361,-4194.0,-5605.0,-3.142130987292277,-4160.0,5600.0,3.5642228739002935,4165.0,-5605.0,-3.499120234604106,-4360.0
125,-5999.0,-3.671994134897361,-4194.0,-5996.0,-3.142130987292277,-4160.0,5999.0,3.5642228739002935,4600.0,-5996.0,-3.499120234604106,-4360.0
127,-5999.0,-3.5909090909090913,-4194.0,-5996.0,-3.459628543499511,-4160.0,5999.0,3.4488758553274685,4600.0,-5996.0,-3.398826979472141,-4360.0
