timestamp,talonfx_10__closed_loop_setpoint__pid_0_,talonfx_10__output_voltage,talonfx_10__selected_sensor_velocity,talonfx_11__closed_loop_setpoint__pid_0_,talonfx_11__output_voltage,talonfx_11__selected_sensor_velocity,talonfx_12__closed_loop_setpoint__pid_0_,talonfx_12__output_voltage,talonfx_12__selected_sensor_velocity,talonfx_13__closed_loop_setpoint__pid_0_,talonfx_13__output_voltage,talonfx_13__selected_sensor_velocity
35,-3592.0,-2.717008797653959,-1586.0,-3592.0,-2.7698924731182797,-1390.0,3592.0,2.7187683284457482,1395.0,-3592.0,-2.6850439882697947,-1811.0
40,-3592.0,-2.6048387096774195,-1586.0,-3592.0,-2.5844086021505377,-1390.0,3592.0,2.5449657869012707,1395.0,-3592.0,-2.5126099706744864,-1811.0
45,-3592.0,-2.6048387096774195,-1586.0,-3592.0,-2.5844086021505377,-1390.0,3592.0,2.5449657869012707,1395.0,-3592.0,-2.5126099706744864,-1811.0
50,-3592.0,-2.7103616813294233,-1586.0,-3592.0,-2.943010752688172,-1390.0,3592.0,2.6533724340175957,1395.0,-3592.0,-2.8574780058651026,-1811.0
55,-4045.0,-2.7103616813294233,-2135.0,-4043.0,-2.943010752688172,-1934.0,4045.0,2.6533724340175957,1961.0,-4043.0,-2.8574780058651026,-2389.0
60,-4045.0,-2.5964809384164225,-2135.0,-4043.0,-2.7451612903225806,-1934.0,4045.0,2.4719452590420334,1961.0,-4043.0,-2.6480938416422286,-2389.0
65,-4045.0,-2.5964809384164225,-2135.0,-4043.0,-2.7451612903225806,-1934.0,4045.0,2.4719452590420334,1961.0,-4043.0,-2.6480938416422286,-2389.0
70,-4045.0,-2.9039589442815252,-2135.0,-4043.0,-3.091397849462366,-1934.0,4045.0,2.7894428152492674,1961.0,-4043.0,-3.0052785923753667,-2389.0
75,-4479.0,-2.9039589442815252,-2674.0,-4476.0,-3.091397849462366,-2537.0,4479.0,2.7894428152492674,2539.0,-4476.0,-3.0052785923753667,-2927.0
80,-4479.0,-2.767302052785924,-2674.0,-4476.0,-2.9059139784946235,-2537.0,4479.0,2.6533724340175957,2539.0,-4476.0,-2.8451612903225807,-2927.0
85,-4479.0,-2.767302052785924,-2674.0,-4476.0,-2.9059139784946235,-2537.0,4479.0,2.6533724340175957,2539.0,-4476.0,-2.8451612903225807,-2927.0
90,-4479.0,-3.040615835777126,-2674.0,-4476.0,-3.264516129032258,-2537.0,4479.0,2.9595307917888567,2539.0,-4476.0,-3.21466275659824,-2927.0
95,-4894.0,-3.040615835777126,-3215.0,-4886.0,-3.264516129032258,-3130.0,4894.0,2.9595307917888567,3123.0,-4886.0,-3.21466275659824,-3439.0
100,-4894.0,-2.9495112414467255,-3215.0,-4886.0,-3.128494623655914,-3130.0,4894.0,2.8461388074291305,3123.0,-4886.0,-3.1038123167155427,-3439.0
105,-4894.0,-2.9495112414467255,-3215.0,-4886.0,-3.128494623655914,-3130.0,4894.0,2.8461388074291305,3123.0,-4886.0,-3.1038123167155427,-3439.0
110,-4894.0,-3.256989247311828,-3215.0,-4886.0,-3.474731182795699,-3130.0,4894.0,3.1636363636363636,3123.0,-4886.0,-3.436363636363636,-3439.0
115,-5292.0,-3.256989247311828,-3683.0,-5285.0,-3.474731182795699,-3614.0,5292.0,3.1636363636363636,3604.0,-5285.0,-3.436363636363636,-3882.0
120,-5292.0,-3.154496578690127,-3683.0,-5285.0,-3.338709677419355,-3614.0,5292.0,3.0615835777126104,3604.0,-5285.0,-3.3008797653958943,-3882.0
125,-5292.0,-3.154496578690127,-3683.0,-5285.0,-3.338709677419355,-3614.0,5292.0,3.0615835777126104,3604.0,-5285.0,-3.3008797653958943,-3882.0
130,-5292.0,-3.4505865102639297,-3683.0,-5285.0,-3.6602150537634413,-3614.0,5292.0,3.3450635386119263,3604.0,-5285.0,-3.6457478005865105,-3882.0
135,-5688.0,-3.4505865102639297,-4110.0,-5681.0,-3.6602150537634413,-4065.0,5688.0,3.3450635386119263,4060.0,-5682.0,-3.6457478005865105,-4285.0
140,-5688.0,-3.3822580645161295,-4110.0,-5681.0,-3.561290322580645,-4065.0,5688.0,3.2543499511241447,4060.0,-5682.0,-3.5595307917888563,-4285.0
145,-5688.0,-3.3822580645161295,-4110.0,-5681.0,-3.561290322580645,-4065.0,5688.0,3.2543499511241447,4060.0,-5682.0,-3.5595307917888563,-4285.0
150,-5688.0,-3.701124144672532,-4110.0,-5681.0,-3.9322580645161294,-4065.0,5688.0,3.5718475073313787,4060.0,-5682.0,-3.95366568914956,-4285.0
155,-6076.0,-3.701124144672532,-4487.0,-6072.0,-3.9322580645161294,-4488.0,6076.0,3.5718475073313787,4468.0,-6072.0,-3.95366568914956,-4650.0
160,-6076.0,-3.6100195503421313,-4487.0,-6072.0,-3.820967741935484,-4488.0,6076.0,3.4924731182795705,4468.0,-6072.0,-3.8797653958944283,-4650.0
165,-6076.0,-3.6100195503421313,-4487.0,-6072.0,-3.820967741935484,-4488.0,6076.0,3.4924731182795705,4468.0,-6072.0,-3.8797653958944283,-4650.0
170,-6076.0,-3.9174975562072336,-4487.0,-6072.0,-4.154838709677419,-4488.0,6076.0,3.7872922776148585,4468.0,-6072.0,-4.199999999999999,-4650.0
175,-6464.0,-3.9174975562072336,-4865.0,-6462.0,-4.154838709677419,-4865.0,6464.0,3.7872922776148585,4807.0,-6462.0,-4.199999999999999,-5035.0
180,-6464.0,-3.837781036168133,-4865.0,-6462.0,-3.755865102639296,-4865.0,6464.0,3.6739002932551323,4807.0,-6462.0,-4.101466275659824,-5035.0
185,-6464.0,-3.837781036168133,-4865.0,-6462.0,-3.755865102639296,-4865.0,6464.0,3.6739002932551323,4807.0,-6462.0,-4.101466275659824,-5035.0
190,-6464.0,-4.156647116324536,-4865.0,-6462.0,-4.100439882697947,-4865.0,6464.0,4.002737047898339,4807.0,-6462.0,-4.458651026392962,-5035.0
195,-6855.0,-4.156647116324536,-5249.0,-6856.0,-4.100439882697947,-5248.0,6855.0,4.002737047898339,5221.0,-6856.0,-4.458651026392962,-5408.0
200,-6855.0,-4.088318670576736,-5249.0,-6856.0,-4.0200391006842615,-5248.0,6855.0,3.9233626588465302,5221.0,-6856.0,-4.025415444770284,-5408.0
205,-6855.0,-4.088318670576736,-5249.0,-6856.0,-4.0200391006842615,-5248.0,6855.0,3.9233626588465302,5221.0,-6856.0,-4.025415444770284,-5408.0
210,-6855.0,-4.316080156402737,-5599.0,-6856.0,-4.341642228739003,-5617.0,6855.0,4.1501466275659835,6004.0,-6856.0,-4.35425219941349,-5764.0
215,-7264.0,-4.316080156402737,-5599.0,-7264.0,-4.341642228739003,-5617.0,7264.0,4.1501466275659835,6004.0,-7264.0,-4.35425219941349,-5764.0
220,-7264.0,-4.316080156402737,-5599.0,-7264.0,-4.341642228739003,-5617.0,7264.0,4.1501466275659835,6004.0,-7264.0,-4.35425219941349,-5764.0
225,-7264.0,-4.64633431085044,-5599.0,-7264.0,-4.5713587487781036,-5617.0,7264.0,4.478983382209189,6004.0,-7264.0,-4.61505376344086,-5764.0
230,-7264.0,-4.64633431085044,-5599.0,-7264.0,-4.5713587487781036,-5617.0,7264.0,4.478983382209189,6004.0,-7264.0,-4.61505376344086,-5764.0
235,-7642.0,-4.543841642228739,-6002.0,-7642.0,-4.502443792766373,-6372.0,7642.0,4.399608993157381,6359.0,-7642.0,-4.513000977517107,-6126.0
240,-7642.0,-4.543841642228739,-6002.0,-7642.0,-4.502443792766373,-6372.0,7642.0,4.399608993157381,6359.0,-7642.0,-4.513000977517107,-6126.0
245,-7642.0,-4.862707722385142,-6002.0,-7642.0,-4.812561094819159,-6372.0,7642.0,4.7171065493646145,6359.0,-7642.0,-4.830498533724341,-6126.0
250,-7642.0,-4.862707722385142,-6002.0,-7642.0,-4.812561094819159,-6372.0,7642.0,4.7171065493646145,6359.0,-7642.0,-4.830498533724341,-6126.0
255,-8049.0,-4.771603128054742,-6389.0,-8049.0,-4.720674486803519,-6755.0,8049.0,4.654838709677419,6792.0,-8049.0,-4.7511241446725325,-6532.0
