timestamp,trajectory_command__traj__x,trajectory_command__traj__y,trajectory_command__traj__vel,trajectory_command__traj__accel,trajectory_command__traj__degrees,trajectory_command__traj__time,trajectory_command__hc_vy,trajectory_command__hc_vx,trajectory_command__hc_omega,drivesubsystem__odometry_x,drivesubsystem__odometry_y,drivesubsystem__gyro_rotation2d__deg_,drivesubsystem__odometry_rotation2d__deg_,talonfx_10__closed_loop_setpoint__pid_0_,talonfx_11__closed_loop_setpoint__pid_0_,talonfx_12__closed_loop_setpoint__pid_0_,talonfx_13__closed_loop_setpoint__pid_0_
402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.942291454313826,-0.07670543497592354,0.20999908447265625,-7.140000820159912,0.0,0.0,0.0,0.0
404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.942291454313826,-0.07670543497592354,0.20999908447265625,-7.140000820159912,0.0,0.0,0.0,0.0
412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.942291454313826,-0.07670543497592354,0.20999908447265625,-7.140000820159912,0.0,0.0,0.0,0.0
419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.942291454313826,-0.07670543497592354,0.20999908447265625,-7.140000820159912,0.0,0.0,0.0,0.0
422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.942291454313826,-0.07670543497592354,0.20999908447265625,-7.140000820159912,0.0,0.0,0.0,0.0
424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.942291454313826,-0.07670543497592354,0.20999908447265625,-7.140000820159912,0.0,0.0,0.0,0.0
426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.942291454313826,-0.07670543497592354,0.20999908447265625,-7.140000820159912,0.0,0.0,0.0,0.0
429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.942291454313826,-0.07670543497592354,0.20999908447265625,-7.140000820159912,0.0,0.0,0.0,0.0
433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.942291454313826,-0.07670543497592354,0.20999908447265625,-7.140000820159912,0.0,0.0,0.0,0.0
437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.942291454313826,-0.07670543497592354,0.20999908447265625,-7.140000820159912,0.0,0.0,0.0,0.0
