timestamp,trajectory_command__traj__x,trajectory_command__traj__y,trajectory_command__traj__vel,trajectory_command__traj__accel,trajectory_command__traj__degrees,trajectory_command__traj__time,trajectory_command__hc_vy,trajectory_command__hc_vx,trajectory_command__hc_omega,drivesubsystem__odometry_x,drivesubsystem__odometry_y,drivesubsystem__gyro_rotation2d__deg_,drivesubsystem__odometry_rotation2d__deg_,talonfx_10__closed_loop_setpoint__pid_0_,talonfx_11__closed_loop_setpoint__pid_0_,talonfx_12__closed_loop_setpoint__pid_0_,talonfx_13__closed_loop_setpoint__pid_0_
40,5.0,0.0,0.0,-4.0,0.0,3.001215766539384,-0.009447325509967498,-0.21496640514880055,-0.008726596325701209,-0.018160722261855222,-0.18618422397069348,0.09000015258789062,0.11000061035156253,0.0,0.0,0.0,0.0
46,5.0,0.0,0.0,-4.0,0.0,3.001215766539384,-0.009447325509967498,-0.21496640514880055,-0.008726596325701209,-0.018160722261855222,-0.18618422397069348,0.09000015258789062,0.11000061035156253,0.0,0.0,0.0,0.0
50,5.0,0.0,0.0,-4.0,0.0,3.001215766539384,-0.009447325509967498,-0.21496640514880055,-0.008726596325701209,-0.018160722261855222,-0.18618422397069348,0.09000015258789062,0.11000061035156253,0.0,0.0,0.0,0.0
55,5.0,0.0,0.0,-4.0,0.0,3.001215766539384,-0.009447325509967498,-0.21496640514880055,-0.008726596325701209,-0.018160722261855222,-0.18618422397069348,0.09000015258789062,0.11000061035156253,0.0,0.0,0.0,0.0
60,5.0,0.0,0.0,-4.0,0.0,3.001215766539384,-0.009447325509967498,-0.21496640514880055,-0.008726596325701209,-0.018160722261855222,-0.18618422397069348,0.09000015258789062,0.11000061035156253,0.0,0.0,0.0,0.0
66,5.0,0.0,0.0,-4.0,0.0,3.001215766539384,-0.009447325509967498,-0.21496640514880055,-0.008726596325701209,-0.018160722261855222,-0.18618422397069348,0.09000015258789062,0.11000061035156253,0.0,0.0,0.0,0.0
70,5.0,0.0,0.0,-4.0,0.0,3.001215766539384,-0.009447325509967498,-0.21496640514880055,-0.008726596325701209,-0.018160722261855222,-0.18618422397069348,0.09000015258789062,0.11000061035156253,0.0,0.0,0.0,0.0
75,5.0,0.0,0.0,-4.0,0.0,3.001215766539384,-0.009447325509967498,-0.21496640514880055,-0.008726596325701209,-0.018160722261855222,-0.18618422397069348,0.09000015258789062,0.11000061035156253,0.0,0.0,0.0,0.0
80,5.0,0.0,0.0,-4.0,0.0,3.001215766539384,-0.009447325509967498,-0.21496640514880055,-0.008726596325701209,-0.018160722261855222,-0.18618422397069348,0.09000015258789062,0.11000061035156253,0.0,0.0,0.0,0.0
86,5.0,0.0,0.0,-4.0,0.0,3.001215766539384,-0.009447325509967498,-0.21496640514880055,-0.008726596325701209,-0.018160722261855222,-0.18618422397069348,0.09000015258789062,0.11000061035156253,0.0,0.0,0.0,0.0
90,5.0,0.0,0.0,-4.0,0.0,3.001215766539384,-0.009447325509967498,-0.21496640514880055,-0.008726596325701209,-0.018160722261855222,-0.18618422397069348,0.09000015258789062,0.11000061035156253,0.0,0.0,0.0,0.0
95,5.0,0.0,0.0,-4.0,0.0,3.001215766539384,-0.009447325509967498,-0.21496640514880055,-0.008726596325701209,-0.018160722261855222,-0.18618422397069348,0.09000015258789062,0.11000061035156253,0.0,0.0,0.0,0.0
100,5.0,0.0,0.0,-4.0,0.0,3.001215766539384,-0.009447325509967498,-0.21496640514880055,-0.008726596325701209,-0.018160722261855222,-0.18618422397069348,0.09000015258789062,0.11000061035156253,0.0,0.0,0.0,0.0
106,5.0,0.0,0.0,-4.0,0.0,3.001215766539384,-0.009447325509967498,-0.21496640514880055,-0.008726596325701209,-0.018160722261855222,-0.18618422397069348,0.09000015258789062,0.11000061035156253,0.0,0.0,0.0,0.0
110,5.0,0.0,0.0,-4.0,0.0,3.001215766539384,-0.009447325509967498,-0.21496640514880055,-0.008726596325701209,-0.018160722261855222,-0.18618422397069348,0.09000015258789062,0.11000061035156253,0.0,0.0,0.0,0.0
115,5.0,0.0,0.0,-4.0,0.0,3.001215766539384,-0.009447325509967498,-0.21496640514880055,-0.008726596325701209,-0.018160722261855222,-0.18618422397069348,0.09000015258789062,0.11000061035156253,0.0,0.0,0.0,0.0
