timestamp,trajectory_command__traj__x,trajectory_command__traj__y,trajectory_command__traj__vel,trajectory_command__traj__accel,trajectory_command__traj__degrees,trajectory_command__traj__time,trajectory_command__hc_vy,trajectory_command__hc_vx,trajectory_command__hc_omega,drivesubsystem__odometry_x,drivesubsystem__odometry_y,drivesubsystem__gyro_rotation2d__deg_,drivesubsystem__odometry_rotation2d__deg_,talonfx_10__closed_loop_setpoint__pid_0_,talonfx_11__closed_loop_setpoint__pid_0_,talonfx_12__closed_loop_setpoint__pid_0_,talonfx_13__closed_loop_setpoint__pid_0_
243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.988544729909775,1.3918592658493518,-0.009998321533203125,-18.98999786376953,0.0,0.0,0.0,0.0
249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.988544729909775,1.3918592658493518,-0.009998321533203125,-18.98999786376953,0.0,0.0,0.0,0.0
251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.988544729909775,1.3918592658493518,-0.009998321533203125,-18.98999786376953,0.0,0.0,0.0,0.0
254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.988544729909775,1.3918592658493518,-0.009998321533203125,-18.98999786376953,0.0,0.0,0.0,0.0
257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.988544729909775,1.3918592658493518,-0.009998321533203125,-18.98999786376953,0.0,0.0,0.0,0.0
260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.988544729909775,1.3918592658493518,-0.009998321533203125,-18.98999786376953,0.0,0.0,0.0,0.0
263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.988544729909775,1.3918592658493518,-0.0,-18.98999786376953,0.0,0.0,0.0,0.0
268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.988544729909775,1.3918592658493518,-0.0,-18.98999786376953,0.0,0.0,0.0,0.0
270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.988544729909775,1.3918592658493518,-0.0,-18.98999786376953,0.0,0.0,0.0,0.0
273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.988544729909775,1.3918592658493518,-0.0,-18.98999786376953,0.0,0.0,0.0,0.0
276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.988544729909775,1.3918592658493518,-0.009998321533203125,-18.979999542236328,0.0,0.0,0.0,0.0
279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.988544729909775,1.3918592658493518,-0.009998321533203125,-18.979999542236328,0.0,0.0,0.0,0.0
282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.988544729909775,1.3918592658493518,-0.009998321533203125,-18.979999542236328,0.0,0.0,0.0,0.0
284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.988544729909775,1.3918592658493518,-0.009998321533203125,-18.979999542236328,0.0,0.0,0.0,0.0
289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.988544729909775,1.3918592658493518,-0.009998321533203125,-18.979999542236328,0.0,0.0,0.0,0.0
291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.988544729909775,1.3918592658493518,-0.009998321533203125,-18.979999542236328,0.0,0.0,0.0,0.0
294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.988544729909775,1.3918592658493518,-0.009998321533203125,-18.98999786376953,0.0,0.0,0.0,0.0
297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.988544729909775,1.3918592658493518,-0.009998321533203125,-18.98999786376953,0.0,0.0,0.0,0.0
300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.988544729909775,1.3918592658493518,-0.009998321533203125,-18.98999786376953,0.0,0.0,0.0,0.0
303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.988544729909775,1.3918592658493518,-0.009998321533203125,-18.98999786376953,0.0,0.0,0.0,0.0
307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.988544729909775,1.3918592658493518,-0.009998321533203125,-18.98999786376953,0.0,0.0,0.0,0.0
310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.988544729909775,1.3918592658493518,-0.009998321533203125,-18.98999786376953,0.0,0.0,0.0,0.0
312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.988544729909775,1.3918592658493518,-0.009998321533203125,-18.98999786376953,0.0,0.0,0.0,0.0
316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.988544729909775,1.3918592658493518,-0.009998321533203125,-18.98999786376953,0.0,0.0,0.0,0.0
318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.988544729909775,1.3918592658493518,-0.009998321533203125,-18.98999786376953,0.0,0.0,0.0,0.0
321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.988544729909775,1.3918592658493518,-0.009998321533203125,-18.98999786376953,0.0,0.0,0.0,0.0
