timestamp,trajectory_command__traj__x,trajectory_command__traj__y,trajectory_command__traj__vel,trajectory_command__traj__accel,trajectory_command__traj__degrees,trajectory_command__traj__time,trajectory_command__hc_vy,trajectory_command__hc_vx,trajectory_command__hc_omega,drivesubsystem__odometry_x,drivesubsystem__odometry_y,drivesubsystem__gyro_rotation2d__deg_,drivesubsystem__odometry_rotation2d__deg_,talonfx_10__closed_loop_setpoint__pid_0_,talonfx_11__closed_loop_setpoint__pid_0_,talonfx_12__closed_loop_setpoint__pid_0_,talonfx_13__closed_loop_setpoint__pid_0_,talonfx_10__selected_sensor_velocity,talonfx_11__selected_sensor_velocity,talonfx_12__selected_sensor_velocity,talonfx_13__selected_sensor_velocity
50,3.0,0.0,0.0,-5.999999999999999,-7.111936473907612E-15,2.3129778983033695,-0.10263131164690355,-0.28584138049196994,0.05759586110260881,0.0,0.0,-0.019999980926513672,-0.019999980926513672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,3.0,0.0,0.0,-5.999999999999999,-7.111936473907612E-15,2.3129778983033695,-0.10263131164690355,-0.28584138049196994,0.05759586110260881,0.0,0.0,-0.019999980926513672,-0.019999980926513672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,3.0,0.0,0.0,-5.999999999999999,-7.111936473907612E-15,2.3129778983033695,-0.10263131164690355,-0.28584138049196994,0.05759586110260881,0.0,0.0,-0.019999980926513672,-0.019999980926513672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,3.0,0.0,0.0,-5.999999999999999,-7.111936473907612E-15,2.3129778983033695,-0.10263131164690355,-0.28584138049196994,0.05759586110260881,0.0,0.0,-0.019999980926513672,-0.019999980926513672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,3.0,0.0,0.0,-5.999999999999999,-7.111936473907612E-15,2.3129778983033695,-0.10263131164690355,-0.28584138049196994,0.05759586110260881,0.0,0.0,-0.019999980926513672,-0.019999980926513672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,3.0,0.0,0.0,-5.999999999999999,-7.111936473907612E-15,2.3129778983033695,-0.10263131164690355,-0.28584138049196994,0.05759586110260881,0.0,0.0,-0.019999980926513672,-0.019999980926513672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,3.0,0.0,0.0,-5.999999999999999,-7.111936473907612E-15,2.3129778983033695,-0.10263131164690355,-0.28584138049196994,0.05759586110260881,0.0,0.0,-0.019999980926513672,-0.019999980926513672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,3.0,0.0,0.0,-5.999999999999999,-7.111936473907612E-15,2.3129778983033695,-0.10263131164690355,-0.28584138049196994,0.05759586110260881,0.0,0.0,-0.019999980926513672,-0.019999980926513672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,3.0,0.0,0.0,-5.999999999999999,-7.111936473907612E-15,2.3129778983033695,-0.10263131164690355,-0.28584138049196994,0.05759586110260881,0.0,0.0,-0.019999980926513672,-0.019999980926513672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,3.0,0.0,0.0,-5.999999999999999,-7.111936473907612E-15,2.3129778983033695,-0.10263131164690355,-0.28584138049196994,0.05759586110260881,0.0,0.0,-0.019999980926513672,-0.019999980926513672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,3.0,0.0,0.0,-5.999999999999999,-7.111936473907612E-15,2.3129778983033695,-0.10263131164690355,-0.28584138049196994,0.05759586110260881,0.0,0.0,-0.019999980926513672,-0.019999980926513672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,3.0,0.0,0.0,-5.999999999999999,-7.111936473907612E-15,2.3129778983033695,-0.10263131164690355,-0.28584138049196994,0.05759586110260881,0.0,0.0,-0.019999980926513672,-0.019999980926513672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,3.0,0.0,0.0,-5.999999999999999,-7.111936473907612E-15,2.3129778983033695,-0.10263131164690355,-0.28584138049196994,0.05759586110260881,0.0,0.0,-0.019999980926513672,-0.019999980926513672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,3.0,0.0,0.0,-5.999999999999999,-7.111936473907612E-15,2.3129778983033695,-0.10263131164690355,-0.28584138049196994,0.05759586110260881,0.0,0.0,-0.019999980926513672,-0.019999980926513672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,3.0,0.0,0.0,-5.999999999999999,-7.111936473907612E-15,2.3129778983033695,-0.10263131164690355,-0.28584138049196994,0.05759586110260881,0.0,0.0,-0.019999980926513672,-0.019999980926513672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,3.0,0.0,0.0,-5.999999999999999,-7.111936473907612E-15,2.3129778983033695,-0.10263131164690355,-0.28584138049196994,0.05759586110260881,0.0,0.0,-0.019999980926513672,-0.019999980926513672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,3.0,0.0,0.0,-5.999999999999999,-7.111936473907612E-15,2.3129778983033695,-0.10263131164690355,-0.28584138049196994,0.05759586110260881,0.0,0.0,-0.019999980926513672,-0.019999980926513672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,3.0,0.0,0.0,-5.999999999999999,-7.111936473907612E-15,2.3129778983033695,-0.10263131164690355,-0.28584138049196994,0.05759586110260881,0.0,0.0,-0.019999980926513672,-0.019999980926513672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,3.0,0.0,0.0,-5.999999999999999,-7.111936473907612E-15,2.3129778983033695,-0.10263131164690355,-0.28584138049196994,0.05759586110260881,0.0,0.0,-0.019999980926513672,-0.019999980926513672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,3.0,0.0,0.0,-5.999999999999999,-7.111936473907612E-15,2.3129778983033695,-0.10263131164690355,-0.28584138049196994,0.05759586110260881,0.0,0.0,-0.019999980926513672,-0.019999980926513672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,3.0,0.0,0.0,-5.999999999999999,-7.111936473907612E-15,2.3129778983033695,-0.10263131164690355,-0.28584138049196994,0.05759586110260881,0.0,0.0,-0.019999980926513672,-0.019999980926513672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,3.0,0.0,0.0,-5.999999999999999,-7.111936473907612E-15,2.3129778983033695,-0.10263131164690355,-0.28584138049196994,0.05759586110260881,0.0,0.0,-0.019999980926513672,-0.019999980926513672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,3.0,0.0,0.0,-5.999999999999999,-7.111936473907612E-15,2.3129778983033695,-0.10263131164690355,-0.28584138049196994,0.05759586110260881,0.0,0.0,-0.019999980926513672,-0.019999980926513672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,3.0,0.0,0.0,-5.999999999999999,-7.111936473907612E-15,2.3129778983033695,-0.10263131164690355,-0.28584138049196994,0.05759586110260881,0.0,0.0,-0.019999980926513672,-0.019999980926513672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,3.0,0.0,0.0,-5.999999999999999,-7.111936473907612E-15,2.3129778983033695,-0.10263131164690355,-0.28584138049196994,0.05759586110260881,0.0,0.0,-0.019999980926513672,-0.019999980926513672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,3.0,0.0,0.0,-5.999999999999999,-7.111936473907612E-15,2.3129778983033695,-0.10263131164690355,-0.28584138049196994,0.05759586110260881,0.0,0.0,-0.019999980926513672,-0.019999980926513672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,3.0,0.0,0.0,-5.999999999999999,-7.111936473907612E-15,2.3129778983033695,-0.10263131164690355,-0.28584138049196994,0.05759586110260881,0.0,0.0,-0.019999980926513672,-0.019999980926513672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,3.0,0.0,0.0,-5.999999999999999,-7.111936473907612E-15,2.3129778983033695,-0.10263131164690355,-0.28584138049196994,0.05759586110260881,0.0,0.0,-0.019999980926513672,-0.019999980926513672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,3.0,0.0,0.0,-5.999999999999999,-7.111936473907612E-15,2.3129778983033695,-0.10263131164690355,-0.28584138049196994,0.05759586110260881,0.0,0.0,-0.019999980926513672,-0.019999980926513672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
