timestamp,trajectory_command__traj__x,trajectory_command__traj__y,trajectory_command__traj__vel,trajectory_command__traj__accel,trajectory_command__traj__degrees,trajectory_command__traj__time,trajectory_command__hc_vy,trajectory_command__hc_vx,trajectory_command__hc_omega,drivesubsystem__odometry_x,drivesubsystem__odometry_y,drivesubsystem__gyro_rotation2d__deg_,drivesubsystem__odometry_rotation2d__deg_,talonfx_10__closed_loop_setpoint__pid_0_,talonfx_11__closed_loop_setpoint__pid_0_,talonfx_12__closed_loop_setpoint__pid_0_,talonfx_13__closed_loop_setpoint__pid_0_
389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.864512824411379,0.03227635052978822,4.849999904632568,4.809999905526639,0.0,0.0,0.0,0.0
392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.864512824411379,0.03227635052978822,4.849999904632568,4.809999905526639,0.0,0.0,0.0,0.0
397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.864512824411379,0.03227635052978822,4.849999904632568,4.809999905526639,0.0,0.0,0.0,0.0
400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.864512824411379,0.03227635052978822,4.849999904632568,4.809999905526639,0.0,0.0,0.0,0.0
402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.864512824411379,0.03227635052978822,4.849999904632568,4.809999905526639,0.0,0.0,0.0,0.0
405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.864512824411379,0.03227635052978822,4.849999904632568,4.809999905526639,0.0,0.0,0.0,0.0
407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.864512824411379,0.03227635052978822,4.849999904632568,4.809999905526639,0.0,0.0,0.0,0.0
410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.864512824411379,0.03227635052978822,4.849999904632568,4.809999905526639,0.0,0.0,0.0,0.0
412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.864512824411379,0.03227635052978822,4.849999904632568,4.809999905526639,0.0,0.0,0.0,0.0
425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.864512824411379,0.03227635052978822,4.849999904632568,4.809999905526639,0.0,0.0,0.0,0.0
