timestamp,trajectory_command__traj__x,trajectory_command__traj__y,trajectory_command__traj__vel,trajectory_command__traj__accel,trajectory_command__traj__degrees,trajectory_command__traj__time,trajectory_command__hc_vy,trajectory_command__hc_vx,trajectory_command__hc_omega,drivesubsystem__odometry_x,drivesubsystem__odometry_y,drivesubsystem__gyro_rotation2d__deg_,drivesubsystem__odometry_rotation2d__deg_,talonfx_10__closed_loop_setpoint__pid_0_,talonfx_11__closed_loop_setpoint__pid_0_,talonfx_12__closed_loop_setpoint__pid_0_,talonfx_13__closed_loop_setpoint__pid_0_
46,4.999999850103763,0.0,0.001095066158312119,-4.0,0.0,3.000941999999806,-0.009495777762407545,-0.20703765726169793,-0.021380273350076445,0.1325216876171411,6.062146283657428E-4,0.010000228881835938,-0.19999885559082034,0.0,0.0,0.0,0.0
51,4.999999850103763,0.0,0.001095066158312119,-4.0,0.0,3.000941999999806,-0.009495777762407545,-0.20703765726169793,-0.021380273350076445,0.1325216876171411,6.062146283657428E-4,0.010000228881835938,-0.19999885559082034,0.0,0.0,0.0,0.0
56,4.999999850103763,0.0,0.001095066158312119,-4.0,0.0,3.000941999999806,-0.009495777762407545,-0.20703765726169793,-0.021380273350076445,0.1325216876171411,6.062146283657428E-4,0.010000228881835938,-0.19999885559082034,0.0,0.0,0.0,0.0
61,4.999999850103763,0.0,0.001095066158312119,-4.0,0.0,3.000941999999806,-0.009495777762407545,-0.20703765726169793,-0.021380273350076445,0.1325216876171411,6.062146283657428E-4,0.010000228881835938,-0.19999885559082034,0.0,0.0,0.0,0.0
66,4.999999850103763,0.0,0.001095066158312119,-4.0,0.0,3.000941999999806,-0.009495777762407545,-0.20703765726169793,-0.021380273350076445,0.1325216876171411,6.062146283657428E-4,0.010000228881835938,-0.19999885559082034,0.0,0.0,0.0,0.0
71,4.999999850103763,0.0,0.001095066158312119,-4.0,0.0,3.000941999999806,-0.009495777762407545,-0.20703765726169793,-0.021380273350076445,0.1325216876171411,6.062146283657428E-4,0.010000228881835938,-0.19999885559082034,0.0,0.0,0.0,0.0
76,4.999999850103763,0.0,0.001095066158312119,-4.0,0.0,3.000941999999806,-0.009495777762407545,-0.20703765726169793,-0.021380273350076445,0.1325216876171411,6.062146283657428E-4,0.010000228881835938,-0.19999885559082034,0.0,0.0,0.0,0.0
81,4.999999850103763,0.0,0.001095066158312119,-4.0,0.0,3.000941999999806,-0.009495777762407545,-0.20703765726169793,-0.021380273350076445,0.1325216876171411,6.062146283657428E-4,0.010000228881835938,-0.19999885559082034,0.0,0.0,0.0,0.0
86,4.999999850103763,0.0,0.001095066158312119,-4.0,0.0,3.000941999999806,-0.009495777762407545,-0.20703765726169793,-0.021380273350076445,0.1325216876171411,6.062146283657428E-4,0.010000228881835938,-0.19999885559082034,0.0,0.0,0.0,0.0
91,4.999999850103763,0.0,0.001095066158312119,-4.0,0.0,3.000941999999806,-0.009495777762407545,-0.20703765726169793,-0.021380273350076445,0.1325216876171411,6.062146283657428E-4,0.010000228881835938,-0.19999885559082034,0.0,0.0,0.0,0.0
96,4.999999850103763,0.0,0.001095066158312119,-4.0,0.0,3.000941999999806,-0.009495777762407545,-0.20703765726169793,-0.021380273350076445,0.1325216876171411,6.062146283657428E-4,0.010000228881835938,-0.19999885559082034,0.0,0.0,0.0,0.0
101,4.999999850103763,0.0,0.001095066158312119,-4.0,0.0,3.000941999999806,-0.009495777762407545,-0.20703765726169793,-0.021380273350076445,0.1325216876171411,6.062146283657428E-4,0.010000228881835938,-0.19999885559082034,0.0,0.0,0.0,0.0
106,4.999999850103763,0.0,0.001095066158312119,-4.0,0.0,3.000941999999806,-0.009495777762407545,-0.20703765726169793,-0.021380273350076445,0.1325216876171411,6.062146283657428E-4,0.010000228881835938,-0.19999885559082034,0.0,0.0,0.0,0.0
111,4.999999850103763,0.0,0.001095066158312119,-4.0,0.0,3.000941999999806,-0.009495777762407545,-0.20703765726169793,-0.021380273350076445,0.1325216876171411,6.062146283657428E-4,0.010000228881835938,-0.19999885559082034,0.0,0.0,0.0,0.0
116,4.999999850103763,0.0,0.001095066158312119,-4.0,0.0,3.000941999999806,-0.009495777762407545,-0.20703765726169793,-0.021380273350076445,0.1325216876171411,6.062146283657428E-4,0.010000228881835938,-0.19999885559082034,0.0,0.0,0.0,0.0
121,4.999999850103763,0.0,0.001095066158312119,-4.0,0.0,3.000941999999806,-0.009495777762407545,-0.20703765726169793,-0.021380273350076445,0.1325216876171411,6.062146283657428E-4,0.010000228881835938,-0.19999885559082034,0.0,0.0,0.0,0.0
126,4.999999850103763,0.0,0.001095066158312119,-4.0,0.0,3.000941999999806,-0.009495777762407545,-0.20703765726169793,-0.021380273350076445,0.1325216876171411,6.062146283657428E-4,0.010000228881835938,-0.19999885559082034,0.0,0.0,0.0,0.0
131,4.999999850103763,0.0,0.001095066158312119,-4.0,0.0,3.000941999999806,-0.009495777762407545,-0.20703765726169793,-0.021380273350076445,0.1325216876171411,6.062146283657428E-4,0.010000228881835938,-0.19999885559082034,0.0,0.0,0.0,0.0
137,4.999999850103763,0.0,0.001095066158312119,-4.0,0.0,3.000941999999806,-0.009495777762407545,-0.20703765726169793,-0.021380273350076445,0.1325216876171411,6.062146283657428E-4,0.010000228881835938,-0.19999885559082034,0.0,0.0,0.0,0.0
141,4.999999850103763,0.0,0.001095066158312119,-4.0,0.0,3.000941999999806,-0.009495777762407545,-0.20703765726169793,-0.021380273350076445,0.1325216876171411,6.062146283657428E-4,0.010000228881835938,-0.19999885559082034,0.0,0.0,0.0,0.0
146,4.999999850103763,0.0,0.001095066158312119,-4.0,0.0,3.000941999999806,-0.009495777762407545,-0.20703765726169793,-0.021380273350076445,0.1325216876171411,6.062146283657428E-4,0.010000228881835938,-0.19999885559082034,0.0,0.0,0.0,0.0
151,4.999999850103763,0.0,0.001095066158312119,-4.0,0.0,3.000941999999806,-0.009495777762407545,-0.20703765726169793,-0.021380273350076445,0.1325216876171411,6.062146283657428E-4,0.010000228881835938,-0.19999885559082034,0.0,0.0,0.0,0.0
156,4.999999850103763,0.0,0.001095066158312119,-4.0,0.0,3.000941999999806,-0.009495777762407545,-0.20703765726169793,-0.021380273350076445,0.1325216876171411,6.062146283657428E-4,0.010000228881835938,-0.19999885559082034,0.0,0.0,0.0,0.0
161,4.999999850103763,0.0,0.001095066158312119,-4.0,0.0,3.000941999999806,-0.009495777762407545,-0.20703765726169793,-0.021380273350076445,0.1325216876171411,6.062146283657428E-4,0.010000228881835938,-0.19999885559082034,0.0,0.0,0.0,0.0
166,4.999999850103763,0.0,0.001095066158312119,-4.0,0.0,3.000941999999806,-0.009495777762407545,-0.20703765726169793,-0.021380273350076445,0.1325216876171411,6.062146283657428E-4,0.010000228881835938,-0.19999885559082034,0.0,0.0,0.0,0.0
171,4.999999850103763,0.0,0.001095066158312119,-4.0,0.0,3.000941999999806,-0.009495777762407545,-0.20703765726169793,-0.021380273350076445,0.1325216876171411,6.062146283657428E-4,0.010000228881835938,-0.19999885559082034,0.0,0.0,0.0,0.0
176,4.999999850103763,0.0,0.001095066158312119,-4.0,0.0,3.000941999999806,-0.009495777762407545,-0.20703765726169793,-0.021380273350076445,0.1325216876171411,6.062146283657428E-4,0.010000228881835938,-0.19999885559082034,0.0,0.0,0.0,0.0
181,4.999999850103763,0.0,0.001095066158312119,-4.0,0.0,3.000941999999806,-0.009495777762407545,-0.20703765726169793,-0.021380273350076445,0.1325216876171411,6.062146283657428E-4,0.010000228881835938,-0.19999885559082034,0.0,0.0,0.0,0.0
186,4.999999850103763,0.0,0.001095066158312119,-4.0,0.0,3.000941999999806,-0.009495777762407545,-0.20703765726169793,-0.021380273350076445,0.1325216876171411,6.062146283657428E-4,0.010000228881835938,-0.19999885559082034,0.0,0.0,0.0,0.0
191,4.999999850103763,0.0,0.001095066158312119,-4.0,0.0,3.000941999999806,-0.009495777762407545,-0.20703765726169793,-0.021380273350076445,0.1325216876171411,6.062146283657428E-4,0.010000228881835938,-0.19999885559082034,0.0,0.0,0.0,0.0
196,4.999999850103763,0.0,0.001095066158312119,-4.0,0.0,3.000941999999806,-0.009495777762407545,-0.20703765726169793,-0.021380273350076445,0.1325216876171411,6.062146283657428E-4,0.010000228881835938,-0.19999885559082034,0.0,0.0,0.0,0.0
201,4.999999850103763,0.0,0.001095066158312119,-4.0,0.0,3.000941999999806,-0.009495777762407545,-0.20703765726169793,-0.021380273350076445,0.1325216876171411,6.062146283657428E-4,0.010000228881835938,-0.19999885559082034,0.0,0.0,0.0,0.0
206,4.999999850103763,0.0,0.001095066158312119,-4.0,0.0,3.000941999999806,-0.009495777762407545,-0.20703765726169793,-0.021380273350076445,0.1325216876171411,6.062146283657428E-4,0.010000228881835938,-0.19999885559082034,0.0,0.0,0.0,0.0
211,4.999999850103763,0.0,0.001095066158312119,-4.0,0.0,3.000941999999806,-0.009495777762407545,-0.20703765726169793,-0.021380273350076445,0.1325216876171411,6.062146283657428E-4,0.010000228881835938,-0.19999885559082034,0.0,0.0,0.0,0.0
216,4.999999850103763,0.0,0.001095066158312119,-4.0,0.0,3.000941999999806,-0.009495777762407545,-0.20703765726169793,-0.021380273350076445,0.1325216876171411,6.062146283657428E-4,0.010000228881835938,-0.19999885559082034,0.0,0.0,0.0,0.0
221,4.999999850103763,0.0,0.001095066158312119,-4.0,0.0,3.000941999999806,-0.009495777762407545,-0.20703765726169793,-0.021380273350076445,0.1325216876171411,6.062146283657428E-4,0.010000228881835938,-0.19999885559082034,0.0,0.0,0.0,0.0
226,4.999999850103763,0.0,0.001095066158312119,-4.0,0.0,3.000941999999806,-0.009495777762407545,-0.20703765726169793,-0.021380273350076445,0.1325216876171411,6.062146283657428E-4,0.010000228881835938,-0.19999885559082034,0.0,0.0,0.0,0.0
231,4.999999850103763,0.0,0.001095066158312119,-4.0,0.0,3.000941999999806,-0.009495777762407545,-0.20703765726169793,-0.021380273350076445,0.1325216876171411,6.062146283657428E-4,0.010000228881835938,-0.19999885559082034,0.0,0.0,0.0,0.0
236,4.999999850103763,0.0,0.001095066158312119,-4.0,0.0,3.000941999999806,-0.009495777762407545,-0.20703765726169793,-0.021380273350076445,0.1325216876171411,6.062146283657428E-4,0.010000228881835938,-0.19999885559082034,0.0,0.0,0.0,0.0
241,4.999999850103763,0.0,0.001095066158312119,-4.0,0.0,3.000941999999806,-0.009495777762407545,-0.20703765726169793,-0.021380273350076445,0.1325216876171411,6.062146283657428E-4,0.010000228881835938,-0.19999885559082034,0.0,0.0,0.0,0.0
246,4.999999850103763,0.0,0.001095066158312119,-4.0,0.0,3.000941999999806,-0.009495777762407545,-0.20703765726169793,-0.021380273350076445,0.1325216876171411,6.062146283657428E-4,0.010000228881835938,-0.19999885559082034,0.0,0.0,0.0,0.0
251,4.999999850103763,0.0,0.001095066158312119,-4.0,0.0,3.000941999999806,-0.009495777762407545,-0.20703765726169793,-0.021380273350076445,0.1325216876171411,6.062146283657428E-4,0.010000228881835938,-0.19999885559082034,0.0,0.0,0.0,0.0
256,4.999999850103763,0.0,0.001095066158312119,-4.0,0.0,3.000941999999806,-0.009495777762407545,-0.20703765726169793,-0.021380273350076445,0.1325216876171411,6.062146283657428E-4,0.010000228881835938,-0.19999885559082034,0.0,0.0,0.0,0.0
261,4.999999850103763,0.0,0.001095066158312119,-4.0,0.0,3.000941999999806,-0.009495777762407545,-0.20703765726169793,-0.021380273350076445,0.1325216876171411,6.062146283657428E-4,0.010000228881835938,-0.19999885559082034,0.0,0.0,0.0,0.0
266,4.999999850103763,0.0,0.001095066158312119,-4.0,0.0,3.000941999999806,-0.009495777762407545,-0.20703765726169793,-0.021380273350076445,0.1325216876171411,6.062146283657428E-4,0.010000228881835938,-0.19999885559082034,0.0,0.0,0.0,0.0
271,4.999999850103763,0.0,0.001095066158312119,-4.0,0.0,3.000941999999806,-0.009495777762407545,-0.20703765726169793,-0.021380273350076445,0.1325216876171411,6.062146283657428E-4,0.010000228881835938,-0.19999885559082034,0.0,0.0,0.0,0.0
